username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,4/7/2017 11:13,0,0,「忘れないで」ユダヤ難民少女写真、再び敦賀へ http://www. yomiuri.co.jp/national/20170 406-OYT1T50162.html?from=tw … #難民,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850222567516323840
,4/7/2017 11:13,0,0,米国際貿易委、東芝を調査へ　フラッシュメモリーが特許侵害と https:// this.kiji.is/22287546620575 7444 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850222559865872385
,4/7/2017 11:13,0,0,太陽系外の岩石惑星に大気の層　39光年先、欧州チーム発見 https:// this.kiji.is/22287106396453 2738 … #宇宙,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850222547534610433
,4/7/2017 11:13,0,0,北朝鮮独自制裁を2年延長　船舶入港、輸出入禁止 https:// this.kiji.is/22286930051976 5494 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850222536705024004
,4/7/2017 11:13,0,0,入学前にランドセル代を支給　文科省、経済状況厳しい家庭の子 https:// this.kiji.is/22286628078021 9893 … #教育,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850222525820788740
,4/7/2017 11:13,0,0,カセットボンベ事故に注意　屋外で破裂、発火の恐れ https:// this.kiji.is/22286238008597 0427 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850222518426152960
,4/7/2017 11:13,0,0,ガンダムフロント東京にて公開された「Gのレコンギスタ FROM THE PAST TO THE FUTURE」に活躍したキャピタルアーミィによって黒いボディで復活した「G-フェネクス」がROBOT魂に登場！ http:// p-bandai.jp/item/item-1000 113813/ … #Gレコ #g_uc,,,#G #g_uc,8.50E+17,https://twitter.com/Pregabalin/status/850222506036285441
,4/7/2017 11:13,0,0,クロスボーンガンダムＸ２改がVer.Ｋａで登場！ http:// p-bandai.jp/item/item-1000 113952/ … #クロスボーンガンダム,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850222492731850753
,4/7/2017 11:13,0,0,「攻殻機動隊」新作アニメが制作決定　神山健治＆荒牧伸志のW監督 http://www. cinematoday.jp/page/N0090830 これは、代わり映えのしない神山作品への対処なのだろうけれど、荒牧監督だけでいいと思う。 #攻殻機動隊,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850222473140252672
,4/7/2017 11:13,0,0,アニメ「ソウタイセカイ」梶裕貴、内田真礼、悠木碧を起用 特報映像も配信 https:// animeanime.jp/article/2017/0 4/07/33372.html?amp=twitter … ソウタ、イセカイ……。,,,,8.50E+17,https://twitter.com/Pregabalin/status/850222438994460672
,4/7/2017 9:02,0,0,#metformin diabetic drug makes #painkillers and #pregabalin work better http:// painmuse.org/?p=5531,,,#metformin #painkillers #pregabalin,8.50E+17,https://twitter.com/painmuse/status/850189602732113921
,4/7/2017 5:16,0,0,安保理、北ミサイル強く非難…報道機関向け声明 http://www. yomiuri.co.jp/world/20170407 -OYT1T50005.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850132643786051586
,4/7/2017 5:16,0,0,静岡市、政令市初の７０万人割れ…若者ら流出 http://www. yomiuri.co.jp/national/20170 406-OYT1T50172.html?from=tw … #人口,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850132520691564546
,4/7/2017 5:15,0,0,池谷氏「脳梗塞など、寒暖変化激しい４月注意」 http://www. yomiuri.co.jp/national/20170 405-OYT1T50129.html?from=tw … #医療,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850132318899494912
,4/7/2017 5:14,0,0,車がフェンス突き破り駐在所に転落、屋根破損 http://www. yomiuri.co.jp/national/20170 405-OYT1T50144.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850132137474875392
,4/7/2017 5:13,0,0,駐韓大使、黄氏と会えず…韓国政府応じない方針 http://www. yomiuri.co.jp/politics/20170 406-OYT1T50025.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850131911406010368
,4/7/2017 5:12,0,0,「民族浄化」に当たらず　ロヒンギャでスー・チー氏 https:// this.kiji.is/22250904938718 9755 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850131684246732800
,4/7/2017 5:11,0,0,米GE、電球事業の売却検討　エジソン創業 https:// this.kiji.is/22252189128191 1810 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850131487039016960
,4/7/2017 5:11,0,0,韓国、朴前大統領側近が検察出頭　国政介入放置の疑い https:// this.kiji.is/22252478140048 9988 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850131344680026112
,4/7/2017 5:10,0,0,ビートルズの傑作、５０周年リミックスで発売へ http://www. yomiuri.co.jp/culture/201704 05-OYT1T50075.html?from=tw … #ビートルズ,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850131242620116992
,4/7/2017 5:10,0,0,三つ子チーターの赤ちゃん公開へ…多摩動物公園 http://www. yomiuri.co.jp/national/20170 405-OYT1T50117.html?from=tw … 三つ子のフレンズ。,,,,8.50E+17,https://twitter.com/Pregabalin/status/850131082003402752
,4/7/2017 5:09,0,0,いざ　月面探査レースへ http://www. yomiuri.co.jp/teen/junior/jn ews/20170327-OYT8T50021.html?from=tw … #月,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850130800834076672
,4/7/2017 5:08,0,0,江戸時代の卵料理再現 http://www. yomiuri.co.jp/teen/junior/jn ews/20170311-OYT8T50010.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850130608911073280
,4/7/2017 5:07,0,0,リカちゃん　愛されて５０年 http://www. yomiuri.co.jp/teen/junior/jn ews/20170225-OYT8T50021.html?from=tw … #リカちゃん,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850130449288515584
,4/7/2017 5:07,0,0,オトナ女子はなぜセーラームーンに夢中なのか？ http://www. yomiuri.co.jp/fukayomi/ichir an/20170203-OYT8T50044.html?from=tw … #セーラームーン,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850130255352221696
,4/7/2017 5:05,0,0,ビックカメラ、ビットコイン決済導入…２店舗で http://www. yomiuri.co.jp/economy/201704 06-OYT1T50026.html?from=tw … #ビットコイン,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850129930205540352
,4/7/2017 5:04,0,0,ＮＴＴ、マイライン廃止へ…全国一律料金も導入 http://www. yomiuri.co.jp/economy/201704 06-OYT1T50021.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850129735732477952
,4/7/2017 5:04,0,0,熊本城天守復旧へ安全祈願祭…１９年完了目指す http://www. yomiuri.co.jp/national/20170 405-OYT1T50096.html?from=tw … #建築,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850129606996774912
,4/7/2017 5:03,0,0,「うそつきばばあ」何度も暴言疑い…８６歳逮捕 http://www. yomiuri.co.jp/national/20170 405-OYT1T50083.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850129365044154368
,4/7/2017 5:02,0,0,下宿生への仕送り８万５７００円…１６年連続減 http://www. yomiuri.co.jp/national/20170 405-OYT1T50082.html?from=tw … #教育,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850129165776896000
,4/7/2017 5:01,0,0,犯罪被害者給付を見直しへ　夏に提言、警察庁が検討会 https:// this.kiji.is/22253396584348 2109 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850128951842230272
,4/7/2017 5:01,0,0,シャープ亀山工場、4千人に増員　カメラ部品生産 https:// this.kiji.is/22253685888136 1399 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850128824507318272
,4/7/2017 5:00,0,0,高校生の反核活動写真展、長崎　平和大使、発足20年目 https:// this.kiji.is/22253912403224 3196 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850128684560244736
,4/7/2017 5:00,0,0,リベンジポルノ千件超　9割女性、若年層に被害 https:// this.kiji.is/22254390860901 7341 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850128516934844416
,4/7/2017 4:59,0,0,NTT、IP電話一律8.5円　24年から切り替え https:// this.kiji.is/22254629540290 7127 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850128388253638656
,4/7/2017 4:59,0,0,米高校学生記者、新校長不審暴く　就任辞退に https:// this.kiji.is/22254906653791 1804 … #教育,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850128279423991808
,4/7/2017 4:58,0,0,五輪パラ教育、全国拡大へ　三宅選手らがイベント参加 https:// this.kiji.is/22255409739094 4263 … #五輪 #パラリンピック,,,# #,8.50E+17,https://twitter.com/Pregabalin/status/850128064210018304
,4/7/2017 4:57,0,0,福島・楢葉、小中3校合同開校式　6年ぶり帰還 https:// this.kiji.is/22255523202215 2701 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850127824262275072
,4/7/2017 4:56,0,0,人気呼ぶ「もっこ橋」、管理者なく不法占拠状態 http://www. yomiuri.co.jp/national/20170 406-OYT1T50105.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850127567315017728
,4/7/2017 4:55,0,0,「共謀罪」法案審議入り　安倍首相「テロ対策は責務」 https:// this.kiji.is/22257221853031 6297 … #共謀罪,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850127246593409024
,4/7/2017 4:54,0,0,テロ準備罪法案、審議入り…民進など廃案訴える http://www. yomiuri.co.jp/politics/20170 406-OYT1T50116.html?from=tw … #共謀罪,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850127079320428544
,4/7/2017 4:51,0,0,ストーカー被害、４年連続２万件超…摘発は最多 http://www. yomiuri.co.jp/national/20170 406-OYT1T50069.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850126371351216128
,4/7/2017 4:50,0,0,３メートル雪壁、豪快に切り崩す…知床横断道路 http://www. yomiuri.co.jp/national/20170 406-OYT1T50091.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850126182972440577
,4/7/2017 4:50,0,0,香港で２階建ての路面電車横転、１４人負傷 http://www. yomiuri.co.jp/world/20170406 -OYT1T50115.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850126010620059648
,4/7/2017 4:49,0,0,配偶者や恋人からの暴力、男性被害が初の１万超 http://www. yomiuri.co.jp/national/20170 406-OYT1T50122.html?from=tw … 男性は、より被害の届け出をしないので、もっとあると思います。,,,,8.50E+17,https://twitter.com/Pregabalin/status/850125804856000513
,4/7/2017 4:47,0,0,ヤマト宅配便、最高18.7億個　16年度、通販普及で拡大 https:// this.kiji.is/22261625754476 5443 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850125348301754369
,4/7/2017 4:46,0,0,シャープ蓄電池の販売2倍へ　住宅用新製品でシェア拡大狙う https:// this.kiji.is/22261915183554 5605 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850125211403862017
,4/7/2017 4:46,0,0,二条城の石垣を初調査へ、京都市　熊本地震受け https:// this.kiji.is/22261889810561 5869 … #地震 #建築,,,# #,8.50E+17,https://twitter.com/Pregabalin/status/850125083645362177
,4/7/2017 4:41,0,0,トラック18万台再リコール　日野、駐車ブレーキ不具合 https:// this.kiji.is/22262570068702 0038 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850123826281070593
,4/7/2017 4:41,0,0,5歳長男の顔にのこぎり　傷害容疑で両親逮捕、大阪 https:// this.kiji.is/22262720537331 4555 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850123708211396608
,4/7/2017 4:40,0,0,ルネサスが自動運転車を公開　突然の故障やサイバー攻撃に対処 https:// this.kiji.is/22262997601452 0323 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850123573972709376
,4/7/2017 4:40,0,0,じん肺認定、遺族にも請求権　最高裁が審理差し戻し https:// this.kiji.is/22262909215193 6509 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850123466011361280
,4/7/2017 4:39,0,0,「続日本100名城」選定　世界遺産や古代の城柵も https:// this.kiji.is/22263236124711 4746 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850123297693904897
,4/7/2017 4:38,0,0,生活保護ジャンパーで報告書　「支援者の意識弱かった」 https:// this.kiji.is/22263513319728 7425 … #生活保護,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850123125589065728
,4/7/2017 4:37,0,0,男性が電車に飛び込み窓破る　東武東上線、命に別条なし https:// this.kiji.is/22263739950081 6387 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850122815571337216
,4/7/2017 4:36,0,0,カーナビの精度向上へ…「みちびき２号機」公開 http://www. yomiuri.co.jp/science/201704 06-OYT1T50093.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850122668342886400
,4/7/2017 4:36,0,0,首相「共謀罪」乱用の懸念否定　テロ防止、意義を強調 https:// this.kiji.is/22263878043228 7226 … #共謀罪,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850122520703324161
,4/7/2017 4:35,0,0,AIがアイドルの歌を作詞　仮面女子と電通大が企画 https:// this.kiji.is/22264268175578 0602 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850122291845279744
,4/7/2017 4:34,0,0,唐招提寺御影堂引っ越しへ　基礎工事後、元の場所に https:// this.kiji.is/22264444319514 6247 … #建築,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850122054938394624
,4/7/2017 4:33,0,0,ヤマト宅配便、増加ペース加速…最多１８億個 http://www. yomiuri.co.jp/economy/201704 06-OYT1T50132.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850121771369889792
,4/7/2017 4:32,0,0,リニア２０年で地球４７周分走行、２１万人乗車 http://www. yomiuri.co.jp/economy/201704 06-OYT1T50112.html?from=tw … #リニア,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850121656760545280
,4/7/2017 4:32,0,0,日本橋のビルでお座敷体験　芸者衆の踊りとゲーム https:// this.kiji.is/22264733526025 9835 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850121491580502016
,4/7/2017 4:31,0,0,昨年のストーカー相談が最多に　2586件、警視庁 https:// this.kiji.is/22265035860670 8743 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850121304371994624
,4/7/2017 4:30,0,0,公園で遊具落下、女児4人けが　東京・大田 https:// this.kiji.is/22264974018255 4100 … #子供,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850121184289017858
,4/7/2017 4:30,0,0,地方勤務、医師の4割OK　厚労省、偏在対策強化へ https:// this.kiji.is/22265463739464 0904 … #医療 #労働,,,# #,8.50E+17,https://twitter.com/Pregabalin/status/850120992680574976
,4/7/2017 4:29,0,0,大使面会、国防相と統一相が拒否　日韓合意、順守要請困難に https:// this.kiji.is/22266168075935 7449 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850120780574621696
,4/7/2017 4:28,0,0,カジノ入場回数制限を議論へ　IR有識者会議スタート https:// this.kiji.is/22266394836371 0470 … #カジノ,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850120592418152448
,4/7/2017 4:27,0,0,「うるさい」発言で復興相謝罪…野党は辞任要求 http://www. yomiuri.co.jp/politics/20170 406-OYT1T50138.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850120378177290240
,4/7/2017 4:27,0,0,レジで預金引き出し可能に　来年4月からデビットカードで https:// this.kiji.is/22266885316188 5699 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850120253271023617
,4/7/2017 4:26,0,0,退位後「上皇陛下」固まる　「秋篠宮」維持有力に https:// this.kiji.is/22267678125631 0785 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850119935837618176
,4/7/2017 4:25,0,0,旅行客保護、弁済額引き上げ検討　国交省「てるみ」受け見直し https:// this.kiji.is/22268055622221 8246 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850119824399192064
,4/7/2017 4:24,5,1,共謀罪廃案目指し抗議集会　「テロ対策とうそつくな」 https:// this.kiji.is/22268420617686 3735 … #共謀罪,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850119644564176896
,4/7/2017 4:24,0,0,ハンガリー、大富豪の大学閉鎖へ　法改正、強権に批判 https:// this.kiji.is/22268634497826 8165 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850119493284118528
,4/7/2017 4:23,0,0,「フクシマの英雄」と再会　スペイン国王、活躍称賛 https:// this.kiji.is/22269578141582 9510 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850119366771318784
,4/7/2017 4:22,0,0,プラド美術館展、来年開催で合意…東京・神戸で http://www. yomiuri.co.jp/culture/201704 06-OYT1T50148.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850119043222708224
,4/7/2017 4:21,0,0,首相、スペイン国王と懇談　外交150年へ関係強化 https:// this.kiji.is/22272082270275 1749 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850118762778972160
,4/7/2017 4:20,0,0,温暖化規制見直しで提訴　ニューヨークなど17州 https:// this.kiji.is/22273290410601 6769 … #環境,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850118652074405888
,4/7/2017 4:20,0,0,心不全患者はがんに注意　発症リスク4倍 https:// this.kiji.is/22276297716093 7473 … #医療,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850118492007276545
,4/7/2017 4:19,0,0,国連安保理、北朝鮮を非難　弾道ミサイル発射「重大な違反」 https:// this.kiji.is/22281570111001 3961 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850118267444150272
,4/7/2017 4:18,0,0,ヤクザ目線で学ぶ共謀罪　山口組元顧問弁護士、8日に講演 https:// this.kiji.is/22282073028611 4298 … #共謀罪,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850118139165552640
,4/7/2017 4:18,0,0,地下鉄テロ共犯8人拘束　ロシア、同じ爆発物を押収 https:// this.kiji.is/22281947170957 0556 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850118008357834756
,4/7/2017 4:17,0,0,広島の「被爆桜」もうすぐ満開　爆心地から2キロ、惨禍生き抜く https:// this.kiji.is/22282261588985 5988 … #原爆,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850117841491644416
,4/7/2017 4:17,0,0,脳内で記憶の固定化、過程を解明…利根川教授ら http://www. yomiuri.co.jp/science/201704 07-OYT1T50000.html?from=tw …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850117666329186306
,4/7/2017 4:16,0,0,米、シリア軍事介入も検討　アサド政権退陣へ軸足 https:// this.kiji.is/22283885503127 5526 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850117505691418624
,4/7/2017 2:47,1,1,#ShoutOutYourMedChange . Fluoxetine - 10 day migraine. Aripiprazole - Couldn't pee,,,,,
,4/7/2017 2:27,0,3,Quetiapine yn cael ei roi i finnau hefyd - 300mg ar hyn o bryd. Duloxetine,,,,,
,4/7/2017 1:50,0,0,他園児に虐待手伝わせる 岡崎の幼稚園　「教育見直す」謝罪 http:// iryou.chunichi.co.jp/article/detail /20170405133105133 …,,,,8.50E+17,https://twitter.com/Pregabalin/status/850080894593318912
,4/7/2017 1:50,0,0,ヒロインは全員、ヤンデルのかな。 #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080884069814272
,4/7/2017 1:50,0,0,トンデモ姉妹に、面倒臭いキューピッド……。 #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080876142542848
,4/7/2017 1:50,0,0,ATフィールド？ #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080863895158784
,4/7/2017 1:50,0,0,天使(仮)。 #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080857163390977
,4/7/2017 1:50,0,0,死なないから刺し放題。 #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080845146726400
,4/7/2017 1:50,0,0,ククリ常備！？ #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080834690338816
,4/7/2017 1:50,0,0,交際する前から浮気。 #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080827606159360
,4/7/2017 1:50,0,0,キスノート。キスをしないと死にます、……私が。 #恋愛暴君,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080811512602624
,4/7/2017 1:50,0,0,女形、『おやま』ではなく『おんながた』と読ませますか。 #カブキブ,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080800561176576
,4/7/2017 1:50,0,0,性格の設定とラッキースケベ以外は、良いかなあ。 #クロックワーク・プラネット,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080789198913540
,4/7/2017 1:50,0,0,その切り離しに問題は無いのか、不思議なのだが……。 #クロックワーク・プラネット,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080776553021441
,4/7/2017 1:50,0,0,竜頭。 #クロックワーク・プラネット,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080762149732353
,4/7/2017 1:50,0,0,スマフォ以外の昭和感が……。 #月がきれい,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080734039523328
,4/7/2017 1:50,0,0,女生徒 太宰治 #月がきれい,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080720332521472
,4/7/2017 1:50,0,0,親を通さず、生徒同士のLINEで連絡網かあ。 #月がきれい,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080709930647552
,4/7/2017 1:50,0,0,犬募集……。 #月がきれい,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080689454071808
,4/7/2017 1:50,0,0,中学生の格差。 #月がきれい,,,#,8.50E+17,https://twitter.com/Pregabalin/status/850080678947438592
,4/6/2017 22:18,0,1,Add a pregabalin and the vitamin D I lost #Carolineistidying,,,#Carolineistidying,8.50E+17,https://twitter.com/lookingforcm/status/850027456643969025
,4/6/2017 22:11,0,0,@CDSCO_INDIA_INF can u plz confirm the approval status of ME PXL ( pregabalin ER + mecobolamin ER). Systopic claim its 1st in india.,,@CDSCO_INDIA_INF,,8.50E+17,https://twitter.com/sksheth/status/850025594754670593
,4/6/2017 20:44,0,0,Read on if you have #sciatica : One of the most commonly prescribed drugs for sciatica,,,,,
,4/6/2017 20:18,1,0,"Nessun beneficio dal pregabalin per la cura della sciatica"": un articolo del The New England Journal of Medicine... http:// fb.me/1efnA1mkg""",,,,8.50E+17,https://twitter.com/IMPACTproactive/status/849997328585031680
,4/6/2017 19:45,0,0,Pregabalin may treat the pain and the stiffness on which other medication doesn't work,,,,,
,4/6/2017 19:24,0,0,「イオン」ゲーセンで遊び放題プラン　1時間1000円 https:// headlines.yahoo.co.jp/videonews/ann? a=20170406-00000058-ann-bus_all … 1時間いても、そんなに使う事がない。500円もあれば、1時間は遊べる。,,,,8.50E+17,https://twitter.com/Pregabalin/status/849983625059647488
,4/6/2017 19:22,0,0,フジテレビ「月は自転しない」で視聴者からツッコミ殺到　「スタッフの確認不足から生じたミス」と謝罪 https:// headlines.yahoo.co.jp/hl?a=20170406- 00000080-it_nlab-sci … どうしたら、こんな誤りが……。,,,,8.50E+17,https://twitter.com/Pregabalin/status/849983055494172672
,4/6/2017 18:30,0,0,Butuh pregabalin 75mg,,,,8.50E+17,https://twitter.com/Ragilsay/status/849970034902417408
,4/6/2017 17:00,0,0,Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,,,#NeuropathicPain,8.50E+17,https://twitter.com/NeuropathyFix/status/849947308506718209
,4/6/2017 16:39,0,0,蜜蜂、凄い。,,,,8.50E+17,https://twitter.com/Pregabalin/status/849942037243731969
,4/6/2017 16:34,0,0,インコとお婆ちゃんの可愛い映像。,,,,8.50E+17,https://twitter.com/Pregabalin/status/849940927594455040
