username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,
,4/2/2017 7:10,0,0,"I developed what many refer to as needle fatigue"" and became non-compliant. I switched to Tecfidera . I did fine on the half dose starter.""",,,,8.48E+17,https://twitter.com/OJIBAJO/status/848349484371378176,
,4/2/2017 3:21,0,0,@Aleynamorehuman Tecfidera has been good minus the flushing x.x tummy issues occasionally https:// twitter.com/Aleynamorehuma n/status/848260783603580928 …,,@Aleynamorehuman,,8.48E+17,https://twitter.com/justapunkwithms/status/848291719544266752,
,4/2/2017 3:04,1,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// hubs.ly/H06Xcqk0,,,,8.48E+17,https://twitter.com/LexisNexisIP/status/848287354557255680,
,4/2/2017 2:45,0,2,TECFIDERA para la EM https:// blogsclerosismultiple.wordpress.com/2014/08/21/lo- que-debes-saber-sobre-tecfidera-para-la-em/ … vía @susosantiago #EsclerosisMúltiple #StrongerThanMS #MS #EM,,@susosantiago,#EsclerosisM #StrongerThanMS #MS #EM,8.48E+17,https://twitter.com/susosantiago/status/848282604919021568,
,4/2/2017 2:13,0,0,#Reuters Biogen wins Tecfidera U.S. patent dispute with Forward Pharma https:// goo.gl/U2poRO,,,#Reuters,8.48E+17,https://twitter.com/TheDrugStores/status/848274730545229825,
,4/2/2017 1:18,0,0,Thanks! How's Tecfidera treating you? I'm not thrilled but neuro is keeping me on it for now.,,,,8.48E+17,https://twitter.com/Aleynamorehuman/status/848260783603580928,
,4/1/2017 23:32,1,0,#Reuters Biogen wins Tecfidera U.S. patent dispute with Forward Pharma https:// goo.gl/U2poRO,,,#Reuters,8.48E+17,https://twitter.com/ParentNFamily/status/848234035629490176,
,4/1/2017 23:10,1,0,#Biogen wins #Tecfidera US #patent dispute with #Forward Pharma. #Reuters : http:// ht.ly/UBaZ30at3gF,,,#Biogen #Tecfidera #patent #Forward #Reuters,8.48E+17,https://twitter.com/williamenafox/status/848228530219606017,
,4/1/2017 22:56,0,0,Biogen $ BIIB wins another big Tecfidera patent case http:// ipwire.com/stories/biogen -wins-another-big-tecfidera-patent-case/ …,,,,8.48E+17,https://twitter.com/ipwire/status/848224982035570688,
,4/1/2017 21:30,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// health.economictimes.indiatimes.com/news/pharma/bi ogen-wins-tecfidera-u-s-patent-dispute-with-forward-pharma/57954856 …,,,,8.48E+17,https://twitter.com/nchaudhari62/status/848203388600729601,
,4/1/2017 20:02,1,0,RJ $ BIIB Worst Case Scenario Is Now Best Case Scenario for Tecfidera IP Runway Now Out to 2028 sum-of-parts analysis shows ~$15 impact 2 NPV,,,,8.48E+17,https://twitter.com/_B_I_O_T_E_C_H_/status/848181286674026497,
,4/1/2017 19:59,0,0,$ FWP related CITI BIIB: Best Case IP scenario plays out for Tecfidera ; new TP $315 @_B_I_O_T_E_C_H_ https:// app.contix.com/alerts/36979402,,@_B_I_O_T_E_C_H_,,8.48E+17,https://twitter.com/contixalerts/status/848180599978311680,
,4/1/2017 19:59,0,0,$ FWP related CITI BIIB: Best Case IP scenario plays out for Tecfidera ; new TP $315,,,,8.48E+17,https://twitter.com/_B_I_O_T_E_C_H_/status/848180593372352512,
,4/1/2017 19:30,1,0,Shared via Reuters: Biogen wins Tecfidera U.S. patent dispute with Forward Pharma,,,,8.48E+17,https://twitter.com/DMEMEDS/status/848173258734043137,
,4/1/2017 19:07,0,1,Hi Leslie,,,,,,
,4/1/2017 18:36,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma - http:// ETHealthworld.com http:// bit.ly/2otdAgX,,,,8.48E+17,https://twitter.com/patesalo_e/status/848159644124139520,
,4/1/2017 16:16,0,0,Biogen wins Tecfidera US patent dispute with Forward Pharma http:// business.medicaldialogues.in/biogen-wins-te cfidera-us-patent-dispute-forward-pharma/ …,,,,8.48E+17,https://twitter.com/medicaldialogs/status/848124309881069568,
,4/1/2017 13:48,0,0,Rulings on Ampyra,,,,,,
,4/1/2017 13:23,0,0,Biogen wins another big Tecfidera patent case - http:// goo.gl/alerts/M7cId #GoogleAlerts,,,#GoogleAlerts,8.48E+17,https://twitter.com/UmYusuf61/status/848080765309079553,
,4/1/2017 11:23,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma #ETHealthworld http:// health.economictimes.indiatimes.com/news/pharma/bi ogen-wins-tecfidera-u-s-patent-dispute-with-forward-pharma/57954856 …,,,#ETHealthworld,8.48E+17,https://twitter.com/BrandcareNet/status/848050725481566209,
,4/1/2017 11:08,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// reut.rs/2mW39W9 via @Reuters,,@Reuters,,8.48E+17,https://twitter.com/EIPGeu/status/848046983323549696,
,4/1/2017 10:34,1,0,ETHealthworld | Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// health.economictimes.indiatimes.com/news/pharma/bi ogen-wins-tecfidera-u-s-patent-dispute-with-forward-pharma/57954856 …,,,,8.48E+17,https://twitter.com/08lala12/status/848038334572134400,
,4/1/2017 10:30,1,0,ETHealthworld | Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// health.economictimes.indiatimes.com/news/pharma/bi ogen-wins-tecfidera-u-s-patent-dispute-with-forward-pharma/57954856 …,,,,8.48E+17,https://twitter.com/jais_george/status/848037398000930816,
,4/1/2017 10:30,0,1,ETHealthworld | Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// health.economictimes.indiatimes.com/news/pharma/bi ogen-wins-tecfidera-u-s-patent-dispute-with-forward-pharma/57954856 …,,,,8.48E+17,https://twitter.com/ETHealthWorld/status/848037385271160832,
,4/1/2017 8:35,1,1,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma - http:// ETHealthworld.com http:// bit.ly/2ok0Snj,,,,8.48E+17,https://twitter.com/patesalo_e/status/848008361048145924,
,4/1/2017 7:40,6,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// reut.rs/2noF99u pic.twitter.com/lLKEJgQ696,,,,8.48E+17,https://twitter.com/Reuters_Health/status/847994437905117185,
,4/1/2017 6:48,1,0,Biogen wins Tecfidera patent fight with Forward Pharma https:// awesomecapital.wordpress.com/2017/03/31/bio gen-wins-tecfidera-patent-fight-with-forward-pharma …,,,,8.48E+17,https://twitter.com/AwesomeCapital/status/847981433545252865,
,4/1/2017 5:37,0,0,Biogen wins another big Tecfidera patent case http://www. bizjournals.com/boston/news/20 17/03/31/biogen-wins-another-round-in-tecfidera-patent.html …,,,,8.48E+17,https://twitter.com/mattliptak/status/847963486235840512,
,4/1/2017 5:12,0,0,$ BIIB wins Tecfidera U.S. patent dispute with Forward Pharma $ FWP,,,,8.48E+17,https://twitter.com/MaisaCorp/status/847957395255037952,
,4/1/2017 3:41,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// mediavor.com/biogen-wins-te cfidera-u-s-patent-dispute-with-forward-pharma/ … pic.twitter.com/JDtMCt1xTw,,,,8.48E+17,https://twitter.com/Mediavor_com/status/847934348749877248,
,4/1/2017 3:15,0,0,Biogen wins another big Tecfidera patent case http:// bit.ly/2mWKjht #boston,,,#boston,8.48E+17,https://twitter.com/Froxham_MM0/status/847927838380630017,
,4/1/2017 3:12,0,0,Biogen wins another big Tecfidera patent case http:// dlvr.it/NmkjYM #boston,,,#boston,8.48E+17,https://twitter.com/bostonnewsnow/status/847927002090717184,
,4/1/2017 3:01,0,0,Biogen wins another big Tecfidera patent case http:// ow.ly/YZQJ50ayP1s,,,,8.48E+17,https://twitter.com/BostonDailyNews/status/847924237553815554,
,4/1/2017 2:50,1,0,Biogen wins Tecfidera US patent dispute with Forward Pharma - Reuters http:// bit.ly/2oiYcXd,,,,8.48E+17,https://twitter.com/patesalo_e/status/847921604504035328,
,4/1/2017 1:44,0,0,Shared via Reuters: Biogen wins Tecfidera U.S. patent dispute with Forward Pharma,,,,8.48E+17,https://twitter.com/DMEMEDS/status/847904882568724481,
,4/1/2017 1:32,0,0,#Biogen Wins a Key #Patent Ruling for its Best-Selling #MSDrug #intellectualproperty #Tecfidera https://www. bostonglobe.com/business/2017/ 03/31/biogen-wins-key-patent-ruling-for-its-best-selling-drug/bPUopkUrX7rZX6eSI8av9K/story.html …,,,#Biogen #Patent #MSDrug #intellectualproperty #Tecfidera,8.48E+17,https://twitter.com/seqidno/status/847901943049715713,
,4/1/2017 1:31,0,0,#ForwardPharma Biogen wins another big Tecfidera patent case. Read more: http:// owler.us/actVKi $ FWP,,,#ForwardPharma,8.48E+17,https://twitter.com/biotech_sector/status/847901688027422720,
,4/1/2017 1:30,0,0,Biogen wins Tecfidera U.S. patent dispute with #ForwardPharma . Read more: http:// owler.us/actVKj $ FWP,,,#ForwardPharma,8.48E+17,https://twitter.com/biotech_sector/status/847901532674703360,
,4/1/2017 1:25,0,0,Biogen wins Tecfidera U.S. patent dispute with #ForwardPharma . Read more: http:// owler.us/actVKu $ FWP,,,#ForwardPharma,8.48E+17,https://twitter.com/biotech_sector/status/847900288669237248,
,4/1/2017 1:25,0,0,#Biogen wins Tecfidera U.S. patent dispute with Forward Pharma. Read more: http:// owler.us/actVKx $ BIIB,,,#Biogen,8.48E+17,https://twitter.com/biotech_sector/status/847900133266145281,
,4/1/2017 1:24,0,0,#ForwardPharma Biogen wins another big Tecfidera patent case. Read more: http:// owler.us/actVJ5 $ FWP,,,#ForwardPharma,8.48E+17,https://twitter.com/pharma_sector/status/847899977871351808,
,4/1/2017 1:24,0,0,#Biogen wins Tecfidera U.S. patent dispute with Forward Pharma. Read more: http:// owler.us/actVKy $ BIIB,,,#Biogen,8.48E+17,https://twitter.com/biotech_sector/status/847899822564679680,
,4/1/2017 1:23,0,0,#Biogen wins another big Tecfidera patent case. Read more: http:// owler.us/actVKz $ BIIB,,,#Biogen,8.48E+17,https://twitter.com/biotech_sector/status/847899667140562944,
,4/1/2017 1:22,0,0,Biogen wins Tecfidera US patent dispute with #ForwardPharma . Read more: http:// owler.us/actVKw $ FWP,,,#ForwardPharma,8.48E+17,https://twitter.com/biotech_sector/status/847899511586344960,
,4/1/2017 1:22,0,0,#Biogen wins Tecfidera US patent dispute with Forward Pharma. Read more: http:// owler.us/actVKA $ BIIB,,,#Biogen,8.48E+17,https://twitter.com/biotech_sector/status/847899355990208512,
,4/1/2017 1:11,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma: (Reuters) - A U.S. patent… https:// goo.gl/fb/qwjr3Z,,,,8.48E+17,https://twitter.com/gezondheid4all/status/847896777160347648,
,4/1/2017 1:11,0,0,Biogen wins another big Tecfidera patent case http:// dlvr.it/NmhrPD #Boston,,,#Boston,8.48E+17,https://twitter.com/MASmallBiz/status/847896585992159232,
,4/1/2017 1:11,0,1,Biogen wins another big Tecfidera patent case http:// dlvr.it/Nmhr16 #Boston,,,#Boston,8.48E+17,https://twitter.com/BOSSmallBiz/status/847896554434248704,
,4/1/2017 1:05,0,0,Biogen wins another big Tecfidera patent case - Boston Business Journal https:// lnkd.in/dz7yeMX,,,,8.48E+17,https://twitter.com/TonyMartignett1/status/847895099723972608,
,4/1/2017 0:42,1,2,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// dld.bz/f8R7X,,,,8.48E+17,https://twitter.com/EagleStarNET/status/847889363799330816,
,4/1/2017 0:39,3,0,Biogen wins Tecfidera US patent dispute with Forward Pharma - Reuters (0 visits) http:// dlvr.it/NmhGJb pic.twitter.com/LrtUnmq7em,,,,8.48E+17,https://twitter.com/ipmallipnews/status/847888573697146880,
,4/1/2017 0:39,1,0,Biogen wins Tecfidera US patent dispute with Forward Pharma - Reuters (0 visits) http://www. ipnewsflash.com/display.php?id =73176&db=news&utm_source=dlvr.it&utm_medium=%5Btwitter%5D … pic.twitter.com/kjMCTwINR2,,,,8.48E+17,https://twitter.com/IPWorld77/status/847888516482686976,
,4/1/2017 0:35,0,1,.@​Biogen wins another big Tecfidera patent case http:// bizj.us/1p4ahq,,@,,8.48E+17,https://twitter.com/BosBizJournal/status/847887471547473924,
,4/1/2017 0:30,1,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/Fz3r50ayGIp,,,,8.48E+17,https://twitter.com/DeliveryDrug/status/847886381800140805,
,4/1/2017 0:13,0,0,$ FWP : Biogen wins another big Tecfidera patent case: http://www. StockNewsWires.com/fwp-biogen-win s-another-big-tecfidera-patent-case/ …,,,,8.48E+17,https://twitter.com/StockNewsWires/status/847881954456330241,
,4/1/2017 0:10,0,0,Biogen wins another big Tecfidera patent case - Boston Business Journal http:// bit.ly/2nIkbFD,,,,8.48E+17,https://twitter.com/patesalo_e/status/847881304154755072,
,4/1/2017 0:07,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma,,,,8.48E+17,https://twitter.com/mousefide/status/847880464262201344,
,3/31/2017 23:58,0,0,From @@bosbizmax : @​Biogen wins another big Tecfidera patent case $ BIIB http:// bizj.us/1p4ahq,,@ @bosbizmax @,,8.48E+17,https://twitter.com/BosBizDon/status/847878388132057092,
,3/31/2017 23:46,1,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/Yt4d50ayCyK,,,,8.48E+17,https://twitter.com/PatentsBiotech/status/847875266580021248,
,3/31/2017 23:46,1,0,#entirely #health Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/OJ0M50ayBUR,,,#entirely #health,8.48E+17,https://twitter.com/EntirelyHealth/status/847875169196662786,
,3/31/2017 23:39,4,0,Vantage Snippet - Biogen gets good news in Tecfidera patent fight $ BIIB $ FWP pic.twitter.com/0EfLwM6clY,,,,8.48E+17,https://twitter.com/EPVantage/status/847873607099461633,
,3/31/2017 23:38,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// uk.reuters.com/article/us-bio gen-forward-patent-idUKKBN1722EZ?feedType=RSS&feedName=healthNews … pic.twitter.com/yZXzQ00NzT,,,,8.48E+17,https://twitter.com/SLS_Legal/status/847873247978950660,
,3/31/2017 23:36,0,0,Biogen wins Tecfidera U.S. patent disput http:// feeds.reuters.com/~r/reuters/hea lthNews/~3/OqTNofQ8pos/us-biogen-forward-patent-idUSKBN1722EZ …,,,,8.48E+17,https://twitter.com/DickDBand/status/847872804502503424,
,3/31/2017 23:36,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/SKqR100D2EP,,,,8.48E+17,https://twitter.com/BioPortfolio/status/847872692158124033,
,3/31/2017 23:33,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma (Reuters) - A U.S. patent board on Friday ruled agai… http:// bit.ly/2oip1up,,,,8.48E+17,https://twitter.com/medicalwebtimes/status/847872011284213762,
,3/31/2017 23:33,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma | News Rows https:// goo.gl/fb/v0ACxK,,,,8.48E+17,https://twitter.com/GhoroFikar/status/847871872201089026,
,3/31/2017 23:32,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma,,,,8.48E+17,https://twitter.com/Dinaoantes/status/847871773999812610,
,3/31/2017 23:32,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/GSfV50ayBvg,,,,8.48E+17,https://twitter.com/puttnpdx/status/847871660455858176,
,3/31/2017 23:32,0,0,Continental News: Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/mRrE50ayBib,,,,8.48E+17,https://twitter.com/Conti_Clinical/status/847871616411414530,
,3/31/2017 23:31,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ht.ly/HmRL50ayA5P,,,,8.48E+17,https://twitter.com/drfredda/status/847871396571164672,
,3/31/2017 23:30,0,0,HealthNews: Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// ow.ly/2XgV50ayzUB,,,,8.48E+17,https://twitter.com/DrCsHealthBlurb/status/847871336844283905,
,3/31/2017 23:30,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// s.einnews.com/PW8N3gLLyq,,,,8.48E+17,https://twitter.com/EINPharmaNews/status/847871327918751744,
,3/31/2017 23:30,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma http:// s.einnews.com/PW8N3gLLyq,,,,8.48E+17,https://twitter.com/EINPatentsNews/status/847871321581256705,
,3/31/2017 23:24,0,0,Biogen wins Tecfidera U.S. patent dispute with Forward Pharma,,,,8.48E+17,https://twitter.com/karin55marin/status/847869721810784257,
