username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,
,3/26/2017 23:15,0,0,Bad reaction from Cymbalta. Take Plaquenil 2x day,,,,,,,,
,3/26/2017 6:25,0,0,luckily I didn't have to do the corticosteroids Did take #Plaquenil . Eyes checked yearly,,,,,,,,
,3/26/2017 2:16,0,0,Plaquenil and your eye's Doctors suggest having an eye exam as often as every 6 months while on Plaq http:// pinterest.com/pin/2459388296 32852677/ …,,,,8.45739E+17,https://twitter.com/myEyeShop/status/845738723119652864,,,
,3/25/2017 23:24,0,0,Thanks love. On the upside,,,,,,,,
,3/25/2017 7:39,1,6,Plaquenil did not help for fatigue. Tried Lyrica but had allergy. Switched to Gabapentin: it helps a lot.,,,,8.45458E+17,https://twitter.com/NG1712/status/845457518486700032,,,
,3/24/2017 23:41,0,0,yes I'm on Plaquenil right now and it was working awesome for a few months but then things started to flare up again,,,,8.45337E+17,https://twitter.com/MercedesDeeble/status/845337256684507136,,,
,3/24/2017 23:17,0,0,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. pic.twitter.com/sHegTWmQnF,,,#FactFriday #Plaquenil,8.45331E+17,https://twitter.com/menhavlupus/status/845331282192158721,,,
,3/24/2017 19:26,0,0,Been on plaquenil for a week now still having the usual side effects (especially sleepy and stomach stuff) but.. pic.twitter.com/QauucLUSmf,,,,8.45273E+17,https://twitter.com/takenbythewind4/status/845273171842424832,,,
,3/24/2017 17:47,0,0,Just want to vent. I take Plaquenil ,,,,,,,,
,3/24/2017 12:17,0,0,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage pic.twitter.com/mSOO9OFc4q,,,#FactFriday #Plaquenil #PlaquenilShortage,8.45165E+17,https://twitter.com/menhavlupus/status/845165114659500032,,,
,3/23/2017 5:07,0,1,Right?? I'm done w/biologics. Still on Plaquenil + antibiotic,,,,,,,,
,3/23/2017 3:42,0,4,"Wait why are you on plaquenil ?"" I don't even fucking know. Cuz they put me the fuck on it""",,,,8.44673E+17,https://twitter.com/TeenyTwoTimes/status/844673269433290756,,,
,3/23/2017 3:34,0,0,I plaquenil VT QTInterval??,,,,8.44671E+17,https://twitter.com/shopshi/status/844671089133453312,,,
,3/23/2017 1:55,0,0,Plaquenil en nom commercial,,,,,,,,
,3/21/2017 23:35,1,1,Note to self: schedule next eye exam at END of day. Sunglasses all day. Good news = no Plaquenil damage. Bad news = bad Sjogrens. #rheum,,,#rheum,8.44249E+17,https://twitter.com/dsymons/status/844248574141612032,,,
,3/21/2017 19:22,0,0,why diet when you have plaquenil ? #myhairisgone #costantlycranky,,,#myhairisgone #costantlycranky,8.44185E+17,https://twitter.com/it_was_lupus/status/844184889582862340,,,
,3/20/2017 22:57,0,0,Day 4 of plaquenil : still weird dreams,,,,,,,,
,3/20/2017 19:38,0,0,Here's a question about Plaquenil : Anyone on Plaquenil ? Pros/cons? How soon after you started did the symptoms begin?,,,,8.43827E+17,https://twitter.com/LupusAndMe/status/843826596071006208,,,
,3/18/2017 23:23,0,0,Oh,,,,,,,,
,3/18/2017 20:08,0,0,So far plaquenil has caused vivid/weird dreams & some stomach upset but it's normal side effects & will be worth it vs the pain I've had!!,,,,8.43109E+17,https://twitter.com/takenbythewind4/status/843109403108806656,,,
,3/18/2017 5:32,0,0,interesting,,,,,,,,
,3/18/2017 5:32,1,1,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage http:// fb.me/7VBcjCn7O,,,#FactFriday #Plaquenil #PlaquenilShortage,8.42889E+17,https://twitter.com/menhavlupus/status/842888803475894272,,,
,3/17/2017 23:17,0,1,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. pic.twitter.com/K3jPVrd9ng,,,#FactFriday #Plaquenil,8.42794E+17,https://twitter.com/menhavlupus/status/842794478855446529,,,
,3/17/2017 23:08,4,6,I calc impairments of 3 key Covis drugs Plaquenil ,,,,,,,,
,3/17/2017 13:12,0,0,I was misdiagnosed with lupus,,,,,,,,
,3/17/2017 12:17,0,0,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage pic.twitter.com/qo5NSnNvcI,,,#FactFriday #Plaquenil #PlaquenilShortage,8.42628E+17,https://twitter.com/menhavlupus/status/842628370210930688,,,
,3/17/2017 3:24,0,0,Hi Has anyone had abnormal liver results? If so what did your GP do for you. I'm on methotrexate and plaquenil ... http:// fb.me/7slhpW6aJ,,,,8.42494E+17,https://twitter.com/NeatPenny/status/842494238210379776,,,
,3/17/2017 1:11,0,0,Home from appt with new rheumatologist. Dr is leaning towards Rheumatoid Arthritis. I start plaquenil twice a day tomorrow. Hoping it helps!,,,,8.42461E+17,https://twitter.com/takenbythewind4/status/842460817769533440,,,
,3/14/2017 22:54,2,1,Bena - cough PTU - hyperthyroidism KCl - HYPOkalemia Ranitec - CHF Klacid - acute otitis media Plaquenil - RA Naproxen Na - pain killer,,,,8.41702E+17,https://twitter.com/trolls1517/status/841701523901960193,,,
,3/14/2017 1:26,1,0,moi j'ai eu Flagyl,,,,,,,,
,3/14/2017 0:04,0,0,Plaquenil and azathioprine. Tylenol some time.,,,,8.41357E+17,https://twitter.com/always_happy08/status/841356788964478977,,,
,3/13/2017 22:43,0,1,Do you know how much a month's supply of plaquenil costs? $200+! Isn't it time we do something abt #BigPharma ! #lupuschat #spooniechat,,,#BigPharma #lupuschat #spooniechat,8.41336E+17,https://twitter.com/LawandaR_/status/841336414046437377,,,
,3/13/2017 2:43,0,0,Day,,,,,,,,
,3/12/2017 20:39,0,0,Crush: Ayoko na sayo Me: Azathioprine Cyclophosphamide: Methotrexate: Leflunomide: Sulfasalazine: Minocycline: Plaquenil ®: #PharmaKnows,,,#PharmaKnows,8.40943E+17,https://twitter.com/tweetsbypat/status/840942738849783808,,,
,3/12/2017 20:38,0,0,panadol proris plaquenil predisolone ku painkiller ku pic.twitter.com/C1zne9D5N0,,,,8.40943E+17,https://twitter.com/myungsat/status/840942570742067201,,,
,3/12/2017 9:15,0,0,See rheumatologist to prevent this I have #SLE #Lupus & RA I take 2 DMARDS,,,,,,,,
,3/11/2017 18:00,0,1,Community Q: I was prescribed Plaquenil . I have worries because I will have to have my eyes checked every 6 months. Can anyone offer advice? pic.twitter.com/h3o7s6CydP,,,,8.4054E+17,https://twitter.com/NLOLupus/status/840540343061889024,,,
,3/11/2017 13:23,0,0,that's great! I was on plaquenil for quite awhile but stopped taking it becuz it doesn't work.,,,,8.40471E+17,https://twitter.com/SemanaThompson/status/840470630264795136,,,
,3/11/2017 13:19,0,1,I just started tapering off Prednisone,,,,,,,,
,3/11/2017 11:11,0,1,Klonopin,,,,,,,,
,3/11/2017 3:42,0,0,I've heard of Enbrel - so far I'm just on plaquenil .,,,,8.40325E+17,https://twitter.com/stephgwhiteside/status/840324512168124416,,,
,3/11/2017 1:22,0,0,you were having problems with Plaquenil ? I've been on it since I was 18,,,,,,,,
,3/11/2017 1:20,0,0,does plaquenil work for you?,,,,8.40289E+17,https://twitter.com/SemanaThompson/status/840288874844762112,,,
,3/11/2017 1:16,0,3,It just dawned on me that my problem isn't Plaquenil ,,,,,,,,
,3/11/2017 0:17,0,0,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. pic.twitter.com/BQVUwChe4Z,,,#FactFriday #Plaquenil,8.40273E+17,https://twitter.com/menhavlupus/status/840272906236108804,,,
,3/10/2017 13:17,0,0,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage pic.twitter.com/3LNpv8svZX,,,#FactFriday #Plaquenil #PlaquenilShortage,8.40107E+17,https://twitter.com/menhavlupus/status/840106721083191298,,,
,3/9/2017 18:10,0,0,@JaberAlkahtani السلام عليكم دكتور جابر انا استخدم هذا العلاج plaquenil للروماتايد وهذا العلاج سبب لي مشاكل كثيره فهل هناك علاج بديل . شكرا,,@JaberAlkahtani,,8.39818E+17,https://twitter.com/ifatma_ifatma10/status/839818106847563777,,,
,3/9/2017 15:34,0,0,Packing…usual meds,,,,,,,,
,3/9/2017 12:03,0,0,I really wanted Plaquenil to work for me. It is working... but I can't tolerate this side effect. I can't.,,,,8.39726E+17,https://twitter.com/elizabethbarone/status/839725792242372608,,,
,3/9/2017 12:02,0,0,I know myself and this feeling,,,,,,,,
,3/9/2017 12:00,0,0,But I just looked it up and ding ding ding. A side effect of Plaquenil is depression.,,,,8.39725E+17,https://twitter.com/elizabethbarone/status/839724947509506049,,,
,3/9/2017 11:59,0,1,I've suspected it for a while but didn't want it to be true because Plaquenil has helped so much with my UCTD. So much.,,,,8.39725E+17,https://twitter.com/elizabethbarone/status/839724833013391360,,,
,3/9/2017 11:58,0,0,Since I started taking Plaquenil ,,,,,,,,
,3/9/2017 11:56,0,1,I am positive that Plaquenil is causing my depression.,,,,8.39724E+17,https://twitter.com/elizabethbarone/status/839724165343096832,,,
,3/9/2017 9:51,0,0,@JoetheJuicer I started juicing today!Plant based diet=my best lab results.29 years of Predisone,,,,,,,,
,3/8/2017 17:26,1,0,Plaquenil to the rescue! https:// twitter.com/lupustreatment /status/839379457399914498 …,,,,8.39445E+17,https://twitter.com/MelindaVInman/status/839444648305307649,,,
,3/8/2017 3:05,0,1,Rilancio con Sinflex Brufen Plaquenil Toradol pic.twitter.com/1gvvkfPzJU,,,,8.39228E+17,https://twitter.com/la_borra/status/839228023543058442,,,
,3/8/2017 2:46,0,0,My meds w/o insurance run at approx: $250/1 month plaquenil $700/5 insulin pens $10k/1 IV of Remicade Not all,,,,,,,,
,3/8/2017 2:30,0,0,Has anyone been able to stop plaquenil or methotrexate injections after starting Enbrel injections? Right now I... http:// fb.me/8vDSv7WWJ,,,,8.39219E+17,https://twitter.com/NeatPenny/status/839219253677076481,,,
,3/7/2017 3:37,0,0,El plaquenil . https://www. instagram.com/p/BRUBeZ2jETf/,,,,8.38874E+17,https://twitter.com/yasodari/status/838873744592502785,,,
,3/6/2017 18:25,0,0,Please post: I'm starting my third week on Plaquenil and I think I'm noticing more hair loss than usual. Has... http:// fb.me/60lnmKdO8,,,,8.38735E+17,https://twitter.com/NeatPenny/status/838734814568202240,,,
,3/6/2017 18:03,0,1,I know Plaquenil helps many people. I did not do well on it,,,,,,,,
,3/6/2017 8:49,0,0,Plaquenil GENERIC NAME(S): HYDROXYCHLOROQUINE SULFATE Hydroxychloroquine is used to prevent or… https://www. instagram.com/p/BRSAUR_hwi6/,,,,8.3859E+17,https://twitter.com/Sarcoid_Network/status/838589723744464896,,,
,3/6/2017 3:17,0,2,I did well on plaquenil and benlysta,,,,,,,,
,3/6/2017 3:15,0,0,Rheum's answer to Pred.,,,,,,,,
,3/6/2017 3:10,0,2,I was only at 60 for a month. Been down to 20 the last 4 months. I've been on plaquenil from day 1 as well.,,,,8.38505E+17,https://twitter.com/Thrown4aLup/status/838504526390902785,,,
,3/6/2017 2:49,0,0,Dan,,,,,,,,
,3/4/2017 17:44,0,0,have a sore spot on my loer gum. It's painful and slight swelling. I'm on MTX,,,,,,,,
,3/4/2017 0:17,0,0,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. pic.twitter.com/zetaWQws6P,,,#FactFriday #Plaquenil,8.37736E+17,https://twitter.com/menhavlupus/status/837736156636798980,,,
,3/3/2017 13:17,0,0,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage pic.twitter.com/SVaai459nw,,,#FactFriday #Plaquenil #PlaquenilShortage,8.3757E+17,https://twitter.com/menhavlupus/status/837570010105188353,,,
,3/3/2017 7:39,0,0,I have recently been diagnosed with rheumatoid arthritis. My rheumatologist put me on Plaquenil which he said... http:// fb.me/1bMWJEhOv,,,,8.37485E+17,https://twitter.com/NeatPenny/status/837484990501961728,,,
,3/3/2017 3:27,0,0,#PLAQUENIL is useful in patients who had #lupus and #rheumatoid #artheritis . After prolonged use,,,,,,,,
,3/3/2017 3:25,0,1,#PLAQUENIL is useful in patients who had systemic #lupus erythematosus and acute or chronic #rheumatoid ... http:// fb.me/1Ll1Daf1G,,,#PLAQUENIL #lupus #rheumatoid,8.37421E+17,https://twitter.com/DrJohnDerickson/status/837421060618399745,,,
,2/28/2017 18:23,0,1,If you have Lupus and take Plaquenil ,,,,,,,,
,2/27/2017 6:37,0,0,. So I had to go on Plaquenil & prednisone. I also take a low dose antidepressant.,,,,8.3602E+17,https://twitter.com/mdeana26/status/836019836174073856,,,
,2/25/2017 19:52,0,1,that was my Plaquenil for a long time. What's a little lupus flare that can make me unable to work and kill me?,,,,8.35495E+17,https://twitter.com/GingerRawks/status/835495143369138176,,,
,2/25/2017 4:32,0,1,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. http:// fb.me/OmPFmmeu,,,#FactFriday #Plaquenil,8.35264E+17,https://twitter.com/menhavlupus/status/835263554232193024,,,
,2/25/2017 0:17,0,0,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. pic.twitter.com/cAprnkZDrf,,,#FactFriday #Plaquenil,8.35199E+17,https://twitter.com/menhavlupus/status/835199475970879488,,,
,2/24/2017 23:38,0,0,Saw this on a medical forum in a discussion of the drug Plaquenil . pic.twitter.com/MOiaPDAq6A,,,,8.3519E+17,https://twitter.com/plutoniumpage/status/835189563333230592,,,
,2/24/2017 22:55,1,0,Plaquenil : Estimate dose by real weight,,,,,,,,
,2/24/2017 13:17,0,0,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage pic.twitter.com/wWc5yBUcF2,,,#FactFriday #Plaquenil #PlaquenilShortage,8.35033E+17,https://twitter.com/menhavlupus/status/835033451413766145,,,
,2/24/2017 8:10,0,0,I was recently diagnosed with RA and I'm taking plaquenil ,,,,,,,,
,2/23/2017 22:11,0,1,Anyone taking Plaquenil knows the visual field test. Thanks to Dr. Shan for making sure my eyes are healthy and happy! @arthritisbc pic.twitter.com/yRiFmWtV0h,,@arthritisbc,,8.34805E+17,https://twitter.com/AdrienneLuca/status/834805463640190977,,,
,2/23/2017 21:32,0,1,right now- MTX,,,,,,,,
,2/23/2017 21:23,0,0,I have no idea. She suggested a couple weeks on prednisone...ugh! I can't stand that shyt...and increase my plaquenil dosage,,,,8.34793E+17,https://twitter.com/FelineFeminine/status/834793372887953408,,,
,2/23/2017 0:51,1,3,#lupus warriors: who's taken CBD oil regularly for inflammation? Sub for sulfas or plaquenil ? #LupusChat #autoimmune,,,#lupus #LupusChat #autoimmune,8.34483E+17,https://twitter.com/loseely/status/834483222712954880,,,
,2/22/2017 16:55,0,0,I am on Orencia and Plaquenil . I have been planning a trip to Zambia in about a year. Is this trip possible since... http:// fb.me/NhcBF3Th,,,,8.34363E+17,https://twitter.com/NeatPenny/status/834363360149913600,,,
,2/22/2017 10:55,0,0,These acne meds are making me feel so nauseous and the extra plaquenil I take for my RA is also nausea-inducing :-( this better fkn work,,,,8.34273E+17,https://twitter.com/gayoriver/status/834272792581320706,,,
,2/22/2017 9:37,0,0,If I end up taking it too,,,,,,,,
,2/22/2017 3:30,0,0,After a trial run with Prednisone I was officially diagnosed with RA today,,,,,,,,
,2/22/2017 2:57,0,0,Another good reason to take Plaquenil for #lupus : http:// buff.ly/2mjrMHu Numerous studies have shown that... http:// fb.me/1fhwBywjb,,,#lupus,8.34153E+17,https://twitter.com/lupuscyclopedia/status/834152644340043778,,,
,2/21/2017 23:41,0,0,hello.I have lupus too.do I have a rheumatologist and are you on Plaquenil ? I understand about the shower thing! lol,,,,8.34103E+17,https://twitter.com/langlotz1/status/834103335208771592,,,
,2/21/2017 19:45,0,0,it is attacking my hearing!! i get steroid shots and on immuno suppressants plus Plaquenil lyrica,,,,,,,,
,2/21/2017 8:16,0,0,https://www. medicines.org.uk/emc/medicine/6 977 … PIL for plaquenil,,,,8.33871E+17,https://twitter.com/obsurfer84/status/833870539932442624,,,
,2/21/2017 6:56,0,0,Spoonie friends on Plaquenil with hypoglycemia... Have you noticed Plaquenil making your hypoglycemia worse?,,,,8.3385E+17,https://twitter.com/elizabethbarone/status/833850440265633792,,,
,2/21/2017 4:13,0,0,Cómo podemos encontrar ayuda para las personas en América del sur necesita Plaquenil para el lupus @LupusMadrid @Felupus ? #LupusChat https:// twitter.com/nessyamira/sta tus/833755705253457924 …,,@LupusMadrid @Felupus,#LupusChat,8.33809E+17,https://twitter.com/Lupus_Chat/status/833809293078036480,,,
,2/20/2017 23:57,0,2,Yeah I take about 24 meds. Plaquenil is one and I get Retuximab infusions Benlysta not work 4 me,,,,8.33745E+17,https://twitter.com/IamCJakes/status/833745004677853184,,,
,2/20/2017 23:54,0,1,OOPS Yes,,,,,,,,
,2/20/2017 9:48,0,1,Top 5 Reasons Why I Take Plaquenil http:// Autoimmune-Warriors.com/plaquenil/ pic.twitter.com/cbhhLSd5Hb,,,,8.33531E+17,https://twitter.com/AI_Warriors/status/833531164581363713,,,
,2/20/2017 9:47,0,0,yeah if there taking plaquenil which is a very common Lupus medication it causes discoloration. It starts off in blotches,,,,8.33531E+17,https://twitter.com/YourHartsDesire/status/833530906384142336,,,
,2/20/2017 9:46,0,1,Yeah he does. The medication plaquenil lihhgens your skin. It starts off as like blotches of discoloration,,,,8.33531E+17,https://twitter.com/YourHartsDesire/status/833530666855854080,,,
,2/20/2017 3:12,1,1,yes I recommend plaquenil to all lupus patients. Dr Petri lupus expert agrees with me too,,,,8.33432E+17,https://twitter.com/DrDavidLazar/status/833431704098525185,,,
,2/20/2017 2:53,0,0,Do you also keep all your lupus patients on plaquenil ?,,,,8.33427E+17,https://twitter.com/todebra/status/833426890933334021,,,
,2/20/2017 2:20,3,7,When does one see relief? 2 years on plaquenil . Flares don't stop. Moved on to benlysta now. Is there light at the end of tunl ? #LupusChat,,,#LupusChat,8.33419E+17,https://twitter.com/willyG4Prez/status/833418619845423105,,,
,2/20/2017 2:11,0,0,Has anyone suffered from increased GERD and pain when swallowing after starting Plaquenil ? When I first took... http:// fb.me/1d9IHYLhy,,,,8.33416E+17,https://twitter.com/NeatPenny/status/833416231403266048,,,
,2/19/2017 19:11,0,0,Borrelia. 2×4 Metypred,,,,,,,,
,2/18/2017 22:43,0,0,For those that take Plaquenil : Does it ever make you dizzy?,,,,8.33002E+17,https://twitter.com/BBC_RHelson/status/833001614302588929,,,
,2/18/2017 16:56,0,1,Fighting Lupus and these past weeks it took me for a scary ride. Here comes Prednisone,,,,,,,,
,2/18/2017 6:59,0,0,I am on plaquenil because I don't want to take the biologics out there. Dies anyone know if there's any side... http:// fb.me/4w8Awc1qM,,,,8.32764E+17,https://twitter.com/NeatPenny/status/832764004615520256,,,
,2/18/2017 0:17,0,0,#FactFriday : #Plaquenil is in high demand & short supply. Make sure you have back up just in case the well runs dry. pic.twitter.com/hsdXs39ewI,,,#FactFriday #Plaquenil,8.32663E+17,https://twitter.com/menhavlupus/status/832662786433970177,,,
,2/17/2017 13:17,1,0,#FactFriday : There's a #Plaquenil shortage. #PlaquenilShortage pic.twitter.com/RROvYF3uK2,,,#FactFriday #Plaquenil #PlaquenilShortage,8.32497E+17,https://twitter.com/menhavlupus/status/832496568229957632,,,
,2/16/2017 4:18,0,1,My mom gets those sjogrens flares a lot,,,,,,,,
